     Orden	Frec.absoluta 	 Frec.normalizada 
 31697.	defendemos  	      235	     1.54
 31698.	deposición	      235	     1.54
 31699.	desembarcó  	      235	     1.54
 31700.	detectarse	      235	     1.54
 31701.	detesta	      235	     1.54
 31702.	diabólico	      235	     1.54
 31703.	dietéticas	      235	     1.54
 31704.	diplomado 	      235	     1.54
 31705.	duraznos 	      235	     1.54
 31706.	elgorriaga	      235	     1.54
 31707.	encajan 	      235	     1.54
 31708.	enfático	      235	     1.54
 31709.	equiparable	      235	     1.54
 31710.	esbozar 	      235	     1.54
 31711.	esfumado 	      235	     1.54
 31712.	euclides	      235	     1.54
 31713.	evocaciones 	      235	     1.54
 31714.	fer	      235	     1.54
 31715.	force	      235	     1.54
 31716.	fortuny	      235	     1.54
 31717.	fríen	      235	     1.54
 31718.	frigoríficos	      235	     1.54
 31719.	galpón	      235	     1.54
 31720.	hemisferios	      235	     1.54
 31721.	honestamente  	      235	     1.54
 31722.	implantó	      235	     1.54
 31723.	importaban 	      235	     1.54
 31724.	íñigo	      235	     1.54
 31725.	inmovilización	      235	     1.54
 31726.	inquietaba	      235	     1.54
 31727.	insoslayable	      235	     1.54
 31728.	intocables	      235	     1.54
 31729.	juani	      235	     1.54
 31730.	limpian	      235	     1.54
 31731.	maliciosa	      235	     1.54
 31732.	malvados 	      235	     1.54
 31733.	manuelita	      235	     1.54
 31734.	meche  	      235	     1.54
 31735.	opino	      235	     1.54
 31736.	ovillo	      235	     1.54
 31737.	pasionaria	      235	     1.54
 31738.	pellicer	      235	     1.54
 31739.	pensándolo 	      235	     1.54
 31740.	perturbador	      235	     1.54
 31741.	piadosas 	      235	     1.54
 31742.	polvoriento	      235	     1.54
 31743.	precandidatos 	      235	     1.54
 31744.	progresado 	      235	     1.54
 31745.	progresismo 	      235	     1.54
 31746.	respaldan	      235	     1.54
 31747.	retienen	      235	     1.54
 31748.	riada	      235	     1.54
 31749.	rizado	      235	     1.54
 31750.	romário	      235	     1.54
 31751.	salvados	      235	     1.54
 31752.	senior	      235	     1.54
 31753.	simancas 	      235	     1.54
 31754.	somalia 	      235	     1.54
 31755.	stanton	      235	     1.54
 31756.	suites	      235	     1.54
 31757.	sujetando	      235	     1.54
 31758.	súplicas	      235	     1.54
 31759.	tabacos 	      235	     1.54
 31760.	tenochtitlan	      235	     1.54
 31761.	termales	      235	     1.54
 31762.	transfiere	      235	     1.54
 31763.	uniformado 	      235	     1.54
 31764.	usen 	      235	     1.54
 31765.	verga	      235	     1.54
 31766.	abundaban  	      234	     1.53
 31767.	acertaba	      234	     1.53
 31768.	adan 	      234	     1.53
 31769.	alférez	      234	     1.53
 31770.	anhelado 	      234	     1.53
 31771.	anotados 	      234	     1.53
 31772.	apagadas 	      234	     1.53
 31773.	aportadas 	      234	     1.53
 31774.	aprovecho 	      234	     1.53
 31775.	aries	      234	     1.53
 31776.	atómicos 	      234	     1.53
 31777.	baix	      234	     1.53
 31778.	bioética	      234	     1.53
 31779.	bochornoso 	      234	     1.53
 31780.	boleta	      234	     1.53
 31781.	bromeando  	      234	     1.53
 31782.	caminante 	      234	     1.53
 31783.	cartuja	      234	     1.53
 31784.	catalogación	      234	     1.53
 31785.	chances 	      234	     1.53
 31786.	combatió 	      234	     1.53
 31787.	compartimentos  	      234	     1.53
 31788.	concebía 	      234	     1.53
 31789.	consensuar 	      234	     1.53
 31790.	corretja	      234	     1.53
 31791.	covadonga 	      234	     1.53
 31792.	cuantitativamente	      234	     1.53
 31793.	cúcuta 	      234	     1.53
 31794.	demuestren 	      234	     1.53
 31795.	desmesura  	      234	     1.53
 31796.	destilación	      234	     1.53
 31797.	detergente	      234	     1.53
 31798.	eclipses	      234	     1.53
 31799.	empleadores 	      234	     1.53
 31800.	engañados  	      234	     1.53
 31801.	enganchado  	      234	     1.53
 31802.	entraran	      234	     1.53
 31803.	extensivo	      234	     1.53
 31804.	febriles	      234	     1.53
 31805.	femoral	      234	     1.53
 31806.	galeote	      234	     1.53
 31807.	gandía	      234	     1.53
 31808.	granizo	      234	     1.53
 31809.	herminio	      234	     1.53
 31810.	herr	      234	     1.53
 31811.	inmovilismo	      234	     1.53
 31812.	interprete	      234	     1.53
 31813.	leiva	      234	     1.53
 31814.	maña 	      234	     1.53
 31815.	matagalpa 	      234	     1.53
 31816.	mayagüez  	      234	     1.53
 31817.	merecería 	      234	     1.53
 31818.	mesopotamia  	      234	     1.53
 31819.	morgue 	      234	     1.53
 31820.	mundillo	      234	     1.53
 31821.	neurológico	      234	     1.53
 31822.	novatos	      234	     1.53
 31823.	omnipotencia 	      234	     1.53
 31824.	orines	      234	     1.53
 31825.	pds 	      234	     1.53
 31826.	pelirrojo	      234	     1.53
 31827.	poblar	      234	     1.53
 31828.	predice	      234	     1.53
 31829.	presten	      234	     1.53
 31830.	quetzalcóatl	      234	     1.53
 31831.	reacio	      234	     1.53
 31832.	retiramos	      234	     1.53
 31833.	revisados	      234	     1.53
 31834.	rin	      234	     1.53
 31835.	saldaña 	      234	     1.53
 31836.	saldremos 	      234	     1.53
 31837.	secuestró 	      234	     1.53
 31838.	sódico	      234	     1.53
 31839.	soportarlo	      234	     1.53
 31840.	subgrupo 	      234	     1.53
 31841.	sufriera	      234	     1.53
 31842.	sutilezas	      234	     1.53
 31843.	sutura	      234	     1.53
 31844.	tangente	      234	     1.53
 31845.	tapones 	      234	     1.53
 31846.	tintero	      234	     1.53
 31847.	transistores	      234	     1.53
 31848.	ucv	      234	     1.53
 31849.	ureña	      234	     1.53
 31850.	uretra	      234	     1.53
 31851.	valyser	      234	     1.53
 31852.	verón	      234	     1.53
 31853.	viceprimer	      234	     1.53
 31854.	vicky	      234	     1.53
 31855.	visitaban	      234	     1.53
 31856.	zeta	      234	     1.53
 31857.	absorta	      233	     1.52
 31858.	accionariado	      233	     1.52
 31859.	adelantan	      233	     1.52
 31860.	adversidades 	      233	     1.52
 31861.	anunciará	      233	     1.52
 31862.	apoyamos  	      233	     1.52
 31863.	apuntarse 	      233	     1.52
 31864.	aquejado 	      233	     1.52
 31865.	argumentaciones  	      233	     1.52
 31866.	austriaca	      233	     1.52
 31867.	borbotones 	      233	     1.52
 31868.	burócrata	      233	     1.52
 31869.	calaveras	      233	     1.52
 31870.	carcelero	      233	     1.52
 31871.	cerillas	      233	     1.52
 31872.	charro	      233	     1.52
 31873.	checos 	      233	     1.52
 31874.	confirmadas 	      233	     1.52
 31875.	cumplirán	      233	     1.52
 31876.	dejándome  	      233	     1.52
 31877.	descabellada 	      233	     1.52
 31878.	distanciado	      233	     1.52
 31879.	distendido	      233	     1.52
 31880.	dolorida	      233	     1.52
 31881.	efrén	      233	     1.52
 31882.	egin	      233	     1.52
 31883.	empinada 	      233	     1.52
 31884.	empobrecido 	      233	     1.52
 31885.	estrepitosamente 	      233	     1.52
 31886.	fornido	      233	     1.52
 31887.	georg	      233	     1.52
 31888.	glacial	      233	     1.52
 31889.	glenn	      233	     1.52
 31890.	granel	      233	     1.52
 31891.	guió	      233	     1.52
 31892.	gustas 	      233	     1.52
 31893.	hendidura	      233	     1.52
 31894.	humildemente  	      233	     1.52
 31895.	igualado	      233	     1.52
 31896.	impactó 	      233	     1.52
 31897.	impertinencia	      233	     1.52
 31898.	impresionistas	      233	     1.52
 31899.	incitación	      233	     1.52
 31900.	incompetente 	      233	     1.52
 31901.	irreparables	      233	     1.52
 31902.	lena	      233	     1.52
 31903.	lentejuelas	      233	     1.52
 31904.	macroeconómicas   	      233	     1.52
 31905.	manejable 	      233	     1.52
 31906.	manejarse 	      233	     1.52
 31907.	masculinidad 	      233	     1.52
 31908.	miramientos 	      233	     1.52
 31909.	mirara	      233	     1.52
 31910.	mundialista	      233	     1.52
 31911.	murmurando  	      233	     1.52
 31912.	nado 	      233	     1.52
 31913.	naturalización	      233	     1.52
 31914.	negarle	      233	     1.52
 31915.	neurológica	      233	     1.52
 31916.	nostálgica	      233	     1.52
 31917.	pareto	      233	     1.52
 31918.	perceptivo	      233	     1.52
 31919.	perdonen 	      233	     1.52
 31920.	perecer	      233	     1.52
 31921.	pestañear 	      233	     1.52
 31922.	picadores	      233	     1.52
 31923.	pinchar	      233	     1.52
 31924.	póngase 	      233	     1.52
 31925.	preferí	      233	     1.52
 31926.	prostíbulo	      233	     1.52
 31927.	psicosociales	      233	     1.52
 31928.	publique	      233	     1.52
 31929.	querrán	      233	     1.52
 31930.	rectora	      233	     1.52
 31931.	redefinición	      233	     1.52
 31932.	remotamente  	      233	     1.52
 31933.	remunerado 	      233	     1.52
 31934.	reposaba 	      233	     1.52
 31935.	reposan 	      233	     1.52
 31936.	rotonda	      233	     1.52
 31937.	saqueos 	      233	     1.52
 31938.	sep 	      233	     1.52
 31939.	silos	      233	     1.52
 31940.	sonreí	      233	     1.52
 31941.	sortija	      233	     1.52
 31942.	tardewski	      233	     1.52
 31943.	tati	      233	     1.52
 31944.	telecinco	      233	     1.52
 31945.	tenebrosa 	      233	     1.52
 31946.	tentar	      233	     1.52
 31947.	terminantemente 	      233	     1.52
 31948.	tre	      233	     1.52
 31949.	trizas	      233	     1.52
 31950.	vasallo	      233	     1.52
 31951.	vegetarianos	      233	     1.52
 31952.	aberraciones	      232	     1.52
 31953.	admirada 	      232	     1.52
 31954.	aes 	      232	     1.52
 31955.	afluentes	      232	     1.52
 31956.	aldana	      232	     1.52
 31957.	alfares	      232	     1.52
 31958.	álgido	      232	     1.52
 31959.	altruismo	      232	     1.52
 31960.	anotada 	      232	     1.52
 31961.	apuntada 	      232	     1.52
 31962.	aspereza 	      232	     1.52
 31963.	augurio	      232	     1.52
 31964.	bécquer 	      232	     1.52
 31965.	caballerías	      232	     1.52
 31966.	cambiada 	      232	     1.52
 31967.	cana 	      232	     1.52
 31968.	cansó 	      232	     1.52
 31969.	categórica	      232	     1.52
 31970.	chola	      232	     1.52
 31971.	coincidan	      232	     1.52
 31972.	consultando 	      232	     1.52
 31973.	ctc	      232	     1.52
 31974.	cumplí	      232	     1.52
 31975.	curandero 	      232	     1.52
 31976.	damasia 	      232	     1.52
 31977.	demografía 	      232	     1.52
 31978.	deportaciones 	      232	     1.52
 31979.	desafortunada 	      232	     1.52
 31980.	desarmar 	      232	     1.52
 31981.	desayunos  	      232	     1.52
 31982.	desinfección	      232	     1.52
 31983.	desplegadas 	      232	     1.52
 31984.	divisó	      232	     1.52
 31985.	echenique 	      232	     1.52
 31986.	empeños  	      232	     1.52
 31987.	excremento 	      232	     1.52
 31988.	explorando 	      232	     1.52
 31989.	fed	      232	     1.52
 31990.	fenotipo	      232	     1.52
 31991.	fertilizante	      232	     1.52
 31992.	florero	      232	     1.52
 31993.	funerarios	      232	     1.52
 31994.	gastronómicas 	      232	     1.52
 31995.	govern	      232	     1.52
 31996.	gustaron	      232	     1.52
 31997.	heredadas 	      232	     1.52
 31998.	hermética 	      232	     1.52
 31999.	imaginables 	      232	     1.52
 32000.	implicará	      232	     1.52
 32001.	inn	      232	     1.52
 32002.	intentona	      232	     1.52
 32003.	juzgaba 	      232	     1.52
 32004.	lechera	      232	     1.52
 32005.	legislaturas	      232	     1.52
 32006.	leigh	      232	     1.52
 32007.	management   	      232	     1.52
 32008.	mates 	      232	     1.52
 32009.	nabokov 	      232	     1.52
 32010.	organizacional	      232	     1.52
 32011.	personificación	      232	     1.52
 32012.	pesares 	      232	     1.52
 32013.	pesó 	      232	     1.52
 32014.	poblacionales	      232	     1.52
 32015.	pormenorizado 	      232	     1.52
 32016.	psiquiátricas	      232	     1.52
 32017.	quomo  	      232	     1.52
 32018.	recaídas	      232	     1.52
 32019.	rencillas	      232	     1.52
 32020.	rocosas 	      232	     1.52
 32021.	roth	      232	     1.52
 32022.	sequías 	      232	     1.52
 32023.	sobrero	      232	     1.52
 32024.	sonríen	      232	     1.52
 32025.	soplete	      232	     1.52
 32026.	subordinadas 	      232	     1.52
 32027.	suministrado	      232	     1.52
 32028.	transportación	      232	     1.52
 32029.	tripartito	      232	     1.52
 32030.	two	      232	     1.52
 32031.	utrera	      232	     1.52
 32032.	vd	      232	     1.52
 32033.	viéndola	      232	     1.52
 32034.	vieques	      232	     1.52
 32035.	visera	      232	     1.52
 32036.	volaron	      232	     1.52
 32037.	zas 	      232	     1.52
 32038.	zin	      232	     1.52
 32039.	acompañé  	      231	     1.51
 32040.	acostaba 	      231	     1.51
 32041.	acumulativo	      231	     1.51
 32042.	alegatos	      231	     1.51
 32043.	apagados 	      231	     1.51
 32044.	aparcar	      231	     1.51
 32045.	apra	      231	     1.51
 32046.	apuró	      231	     1.51
 32047.	ascendentes 	      231	     1.51
 32048.	astas	      231	     1.51
 32049.	atónita	      231	     1.51
 32050.	bañaba 	      231	     1.51
 32051.	braun	      231	     1.51
 32052.	burlado	      231	     1.51
 32053.	cascabel 	      231	     1.51
 32054.	casualidades 	      231	     1.51
 32055.	cebo 	      231	     1.51
 32056.	cloaca	      231	     1.51
 32057.	concederá 	      231	     1.51
 32058.	consistían	      231	     1.51
 32059.	contagia	      231	     1.51
 32060.	crujir	      231	     1.51
 32061.	curativa	      231	     1.51
 32062.	decimonónico 	      231	     1.51
 32063.	dell	      231	     1.51
 32064.	desafortunado 	      231	     1.51
 32065.	diluida	      231	     1.51
 32066.	disparatado	      231	     1.51
 32067.	disputados 	      231	     1.51
 32068.	eddy 	      231	     1.51
 32069.	elixir	      231	     1.51
 32070.	empatía 	      231	     1.51
 32071.	empiezas 	      231	     1.51
 32072.	engendro 	      231	     1.51
 32073.	enredos 	      231	     1.51
 32074.	equivocadamente  	      231	     1.51
 32075.	escapando  	      231	     1.51
 32076.	escozor 	      231	     1.51
 32077.	espigas 	      231	     1.51
 32078.	estafas	      231	     1.51
 32079.	eucalipto	      231	     1.51
 32080.	fatídico	      231	     1.51
 32081.	garaicoechea 	      231	     1.51
